drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
BRL 44408,FK-888,CC1N(CC2=NCCN2)Cc2c1cccc2,O[C@@H]1C[C@H](N(C1)C(=O)c1cn(c2c1cccc2)C)C(=O)N[C@H](C(=O)N(Cc1ccccc1)C)Cc1ccc2c(c1)cccc2,0
oseltamivir,NS1643,CCOC(=O)C1=C[C@H]([C@@H]([C@H](C1)N)NC(=O)C)OC(CC)CC,O=C(Nc1cc(ccc1O)C(F)(F)F)Nc1cc(ccc1O)C(F)(F)F,0
3-methylhexanal,MRS2698,CCCC(C)CC=O,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,0
oseltamivir,deucrictibant,CCOC(=O)C1=C[C@H]([C@@H]([C@H](C1)N)NC(=O)C)OC(CC)CC,[2H][C@](C)(C1=C(C(=CC(=C1)F)Cl)COC=2C=CC=C3C(=CC(=NC23)C)C4=NC=NN4C)NC(COC(F)F)=O,0
[<sup>3</sup>H](+)DOB,miltefosine,COc1cc(Br)c(cc1CC(N)C)OC,CCCCCCCCCCCCCCCCOP(=O)(OCC[N+](C)(C)C)[O-],0
KIN-8741,edoxaban,FC1=CC(NC(C2=C(OC)C=CN=C2)=O)=CC(F)=C1OC3=CC=NC4=CC(OC)=C(O[C@@H](C)CO)C=C43,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
bimiralisib,G&ouml; 6976,Nc1ncc(c(c1)C(F)(F)F)c1nc(nc(n1)N1CCOCC1)N1CCOCC1,N#CCCn1c2ccccc2c2c1c1c(c3c2CNC3=O)c2c(n1C)cccc2,0
"Ins(3,4,5,6)P<sub>4</sub>",NIC-0102,O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]([C@H]([C@@H]1O)OP(=O)(O)O)OP(=O)(O)O,OB([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(F)cccc1F)O,0
[<sup>125</sup>I]BOP,SJB2-043,OC(=O)CCC/C=C/C[C@H]1[C@@H]2CC[C@H]([C@@H]1/C=C/[C@H](COc1ccc(cc1)[125I])O)O2,c1ccc(cc1)c1nc2c(o1)C(=O)c1ccccc1C2=O,0
deslanoside,ibipinabant,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3C[C@@H](O)[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)[C@@H]([C@H]([C@@H]1O)O)O,CN=C(N1N=C([C@H](C1)c1ccccc1)c1ccc(cc1)Cl)NS(=O)(=O)c1ccc(cc1)Cl,1
dabigatran,busulfan,OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)c1ccccn1,CS(=O)(=O)OCCCCOS(=O)(=O)C,1
compound 47 [PMID: 35640059],[<sup>125</sup>I]apelin-13,O=C(NCc1ccc(C(=O)O)cc1)c1c(Cc2ccc(F)cc2)sc2c1CCOC2,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1
sonepiprazole,"15-deoxy-&Delta;<sup>12,14</sup>-PGD<sub>2</sub>",NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)CC[C@@H]1OCCc2c1cccc2,CCCCC/C=C/C=C\1/C(=O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O,0
compound 7 [WO2012007375],HEMADO,NCCN(c1ncc2c(n1)c(cs2)C(=O)Nc1cc2cccnc2cc1OC)C,CCCCC#Cc1nc(NC)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO,0
LY3009120,DS2,CNc1ncc2c(n1)nc(c(c2)c1cc(NC(=O)NCCC(C)(C)C)c(cc1C)F)C,Clc1ccc(cc1)C(=O)Nc1c(nc2n1cccc2)c1cccs1,0
TCPOBOP,substance P,Clc1cnc(c(c1)Cl)Oc1ccc(cc1)Oc1ncc(cc1Cl)Cl,NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCSC)CC(C)C)Cc1ccccc1)Cc1ccccc1)CCC(=O)N)CCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)N,0
tapinarof,alemcinal,CC(c1c(O)cc(cc1O)/C=C/c1ccccc1)C,CCN([C@H]1C[C@@H](C)O[C@H]([C@@H]1O)O[C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@](C2)(C)OC)[C@@H](C)C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C2=C(C[C@@]1(C)O2)C)C)O)C)CC)C,1
revumenib,ceftobiprole,C(C)S(=O)(=O)N[C@@H]1CC[C@H](CC1)CN1CCC2(CN(C2)c2ncncc2Oc2c(C(=O)N(C(C)C)CC)cc(cc2)F)CC1,O/N=C(/c1nsc(n1)N)\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C/1\CCN(C1=O)[C@H]1CNCC1,0
MRS1505,"d[Pen<sup>1</sup>,Tyr(Me)<sup>2</sup>]AVP",CCCOC(=O)c1c(nc(c(c1CC)C(=O)SCCC)CC)c1cccc(c1)Cl,COc1ccc(cc1)CC1NC(=O)CC(C)(C)SSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)N)CCCN=C(N)N,0
JNJ-28312141,alimemazine,N#Cc1c[nH]c(n1)C(=O)Nc1ccc(cc1C1=CCCCC1)C1CCN(CC1)C(=O)CN(C)C,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,0
enavogliflozin,RTOXA-43,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1cc(Cc2ccc(cc2)C2CC2)c(Cl)c2c1CCO2,O=S(C1=CC(C2=CC(C(N(C)CC3=CN=CC=C3)=O)=CC=C2)=CC=C1OC)(NC4=CC=CC(NCCNC(C5=CC(C)=CC=C5)=O)=C4)=O,1
bradanicline,trimipramine,O=C(c1cc2c(o1)cccc2)N[C@@H]1C2CCN([C@H]1Cc1cccnc1)CC2,CN(CC(CN1c2ccccc2CCc2c1cccc2)C)C,0
piperaquine,benzoquinone,Clc1ccc2c(c1)nccc2N1CCN(CC1)CCCN1CCN(CC1)c1ccnc2c1ccc(c2)Cl,O=C1C=CC(=O)C=C1,0
CCG-63808,CITCO,N#C/C(=C\c1c(Oc2ccc(cc2)F)nc2n(c1=O)cccc2C)/c1nc2c(s1)cccc2,Clc1ccc(cc1)c1nc2n(c1/C=N/OCc1ccc(c(c1)Cl)Cl)ccs2,0
spironolactone,vonafexor,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@]3([C@]1(CC2)C)CCC(=O)O3)C,C1CN(CCN1C2=C(C3=C(C=C2)OC(=C3)C(=O)O)Cl)S(=O)(=O)C4=C(C=CC=C4Cl)Cl,1
inositol 4-phosphate,St 587,O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O,Clc1ccc(cc1NC1=NCCN1)C(F)(F)F,1
para-coumaric acid,ARD-69,OC(=O)/C=C/c1ccc(cc1)O,N#Cc1ccc(cc1Cl)O[C@@H]1C(C)(C)[C@H](C1(C)C)NC(=O)c1ccc(cc1)C#CC1CCN(CC1)C1CCN(CC1)C(=O)C[C@@H](c1ccc(cc1)c1scnc1C)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](C(C)(C)C)NC(=O)C1(F)CC1)O,0
nitroglycerin,imbutamine,[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],NCCCCc1cnc[nH]1,0
BML-281,meptazinol,ONC(=O)CCCCCCNC(=O)c1noc(c1)c1ccc(cc1)NC(=O)OC(C)(C)C,CCC1(CCCCN(C1)C)c1cccc(c1)O,1
BI-167107,MI-1148,Cc1ccccc1CC(C)(C)NCC(c1c2c(c(cc1)O)NC(=O)CO2)O,CC([C@@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)C(=N)N)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)Cc1ccc(cc1)CN=C(N)N)CCCN=C(N)N)(C)C,1
acetyldigitoxin,avacopan,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)O[C@@H]([C@H]1O)C,O=C([C@H]1CCCN([C@H]1c1ccc(cc1)NC1CCCC1)C(=O)c1c(C)cccc1F)Nc1ccc(c(c1)C(F)(F)F)C,0
aurora kinase inhibitor II,sulfanitran,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)NC(=O)c1ccccc1,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
laropiprant,compound 5b [PMID: 29457898],OC(=O)C[C@H]1CCc2c1n(Cc1ccc(cc1)Cl)c1c2cc(cc1S(=O)(=O)C)F,C/C(=C\COP(=O)(N[C@H](C(=O)OCc1ccccc1)C)Oc1ccccc1)/CO[Si](C(C)(C)C)(C)C,0
eucalyptol,alimemazine,CC12CCC(CC1)C(O2)(C)C,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,0
ivacaftor,3-phenacyl-UDP,O=C(c1c[nH]c2c(c1=O)cccc2)Nc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)n(c1=O)CC(=O)c1ccccc1)COP(=O)(OP(=O)(O)O)O,0
CCT245737,vialinin A,N#Cc1cnc(cn1)Nc1ncc(c(c1)NC[C@H]1CNCCO1)C(F)(F)F,O=C(Oc1c(c2ccc(cc2)O)c(O)c(c(c1OC(=O)Cc1ccccc1)c1ccc(cc1)O)O)Cc1ccccc1,1
TXA6101,oseltamivir,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,CCOC(=O)C1=C[C@H]([C@@H]([C@H](C1)N)NC(=O)C)OC(CC)CC,0
DA-302168S,St 587,O=C(O)C1=CC=2N(C[C@@H]3CCO3)C(=NC2C=C1)CC4=C(F)C=C(C=C4)C5=NC(OCC6=CC=C(Cl)C7=C6OC=C7)=C(F)C=C5,Clc1ccc(cc1NC1=NCCN1)C(F)(F)F,1
"compound 16d [Tao <i>et al.</i>, 2009]",compound 12 [PMID: 27448772],Cn1nc2c(c1)c1c3C(=O)NCc3c3c(c1CC2)n(C(C)C)c1c3cc(cc1)Oc1ncccn1,CN1CCN(CC1)C(=O)c1cccc(c1OC(C)C)NC(=O)c1csc2c1nc[nH]c2=O,0
LL-37,fosizensertib,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCC(=O)O)[C@H](O)C)CCCN=C(N)N)C(C)C)CC(C)C)CC(=O)N)CCCN=C(N)N)CC(C)C)Cc1ccccc1)CC(=O)O)CCCCN)[C@H](CC)C)CCCN=C(N)N)CCC(=O)N)C(C)C)[C@H](CC)C)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N)CC(C)C)CC(=O)O)Cc1ccccc1)Cc1ccccc1)CCCN=C(N)N)CCCCN)CO)CCCCN)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)Cc1ccccc1,P(=O)(O[C@H](CN(C(=O)C=1C=NC=C(C1)C#CC=2C=NN(C2)C(F)F)C)CC3=CC=CC=C3)(O)O,0
JMV449,baloxavir marboxil,NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](CC)C)Cc1ccc(cc1)O)NC[C@H](CCCCN)N,COC(=O)OCOc1c2C(=O)N3CCOC[C@H]3N(n2ccc1=O)[C@H]1c2c(CSc3ccccc13)c(c(cc2)F)F,1
ceforanide,ifetroban,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc1ccccc1CN)C(=O)O)CSc1nnnn1CC(=O)O,CCCCCNC(=O)c1coc(n1)[C@@H]1[C@H]2CC[C@@H]([C@@H]1Cc1ccccc1CCC(=O)O)O2,0
compound 14 [PMID: 34333981],[<sup>3</sup>H]digoxin,C(Cc1c[nH]cn1)Nc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,0
avacopan,St 587,O=C([C@H]1CCCN([C@H]1c1ccc(cc1)NC1CCCC1)C(=O)c1c(C)cccc1F)Nc1ccc(c(c1)C(F)(F)F)C,Clc1ccc(cc1NC1=NCCN1)C(F)(F)F,1
4-trimethylammoniobutanal,VU0080241,O=CCCC[N+](C)(C)C,CC1CCCN(C1)c1ncnc2c1cnn2c1ccc(cc1C)C,1
gestodene,calphostin C,C#C[C@]1(O)C=C[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,COC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c(c3c(c(c2O)OC)C[C@H](OC(=O)Oc1ccc(cc1)O)C)c(C[C@H](OC(=O)c1ccccc1)C)c(c4O)OC)OC,1
BODIPY<sup>&reg;</sup> TMR-NMU,SB 224289,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)O,CN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C,1
ONO-2333MS,terfenadine,CCC(Nc1c2CCCc2nc2n1nc(c2c1ccc(cc1Cl)OC)C)CC,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,1
levonantradol,galanin(1-11),C[C@H]1[C@@H]2CC[C@H](C[C@H]2c2c(N1)cc(cc2OC(=O)C)O[C@H](C)CCCc1ccccc1)O,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,0
JNJ-46281222,dasatinib,FC(c1c(ccn2c1nnc2CC1CC1)CN1CCC(CC1)c1ccccc1)(F)F,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,0
dopamine,SPP1,NCCc1ccc(c(c1)O)O,Cc1cccc(c1)N1CN(C(=O)C21CCN(CC2)C1CCN(CC1)C(=O)OC1CC1)C,0
apelin-36,A317491,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,O=C(c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O)N([C@H]1CCCc2c1cccc2)Cc1cccc(c1)Oc1ccccc1,0
clobetasol propionate,compound 1 [PMID: 22465637],CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,c1ccc(cc1)N1NCC(C1)c1ccnc2c1cccc2,0
oleuropein,[<sup>123</sup>I]AM251,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H](/C/2=C\C)CC(=O)OCCc2ccc(c(c2)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,[123I]c1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,0
GPI-1046,AZD4625,CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,C[C@@H]1CN2c3c4c(c(c(c(c4OCC[C@H]2CN1C(=O)C=C)Cl)c1c(cccc1F)O)F)ncn3,0
dabigatran,alnodesertib,OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)c1ccccn1,C[C@@H]1COCCN1C2=NC(=NC(=C2)N=[S@](=O)(C)C3CC3)C4=CC(=NC=C4)N,1
amuvatinib,XE991,S=C(N1CCN(CC1)c1ncnc2c1oc1c2cccc1)NCc1ccc2c(c1)OCO2,O=C1c2ccccc2C(c2c1cccc2)(Cc1ccncc1)Cc1ccncc1,0
gestodene,midecamycin,C#C[C@]1(O)C=C[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,1
5-methyl nicotinic acid,22R-hydroxycholesterol,Cc1cc(cnc1)C(=O)O,CC(CC[C@H]([C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)O)C,0
HQL-79,[<sup>3</sup>H]histamine,c1ccc(cc1)C(c1ccccc1)OC1CCN(CC1)CCCc1nnn[nH]1,NCCc1cnc[nH]1,0
compound III [PMID: 24045148],sonepiprazole,O=C(C1CCN(CC1)c1nc2c(n1C(C)C)cc(c(c2)C)C)NC1CCCC1,NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)CC[C@@H]1OCCc2c1cccc2,0
FHD-286,compound 1 [PMID: 22465637],COC[C@H](NC(=O)c1cn(cc1)S(=O)(=O)C)C(=O)Nc1nc(cs1)c1cccc(n1)N1C[C@H](C)O[C@H](C)C1,c1ccc(cc1)N1NCC(C1)c1ccnc2c1cccc2,0
ellagic acid,compound 43 [PMID: 34781683],C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,CNCCNCC1=CC=CC(=C1)C2=NC(C3=C(C)ON=C3C)=C(C)C(NC4=CC=CC=C4)=N2,1
[<sup>3</sup>H]LPA,[<sup>3</sup>H]histamine,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)(O)O)O,NCCc1cnc[nH]1,0
compound 1a [PMID: 18573659],alnodesertib,Brc1cc(ccc1OC1CCNCC1)CN1CC[C@@H](C1)NC(=O)c1ccc(c(c1)Cl)Cl,C[C@@H]1COCCN1C2=NC(=NC(=C2)N=[S@](=O)(C)C3CC3)C4=CC(=NC=C4)N,0
MRS2802,teniposide,O[C@H]1[C@@H](COP(=O)(C(P(=O)(O)O)(F)F)O)O[C@H]([C@H]1O)n1ccc(=O)[nH]c1=O,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,0
pertechnetate,GSK0660,[O-][Tc](=O)(=O)=O,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(cc1OC)Nc1ccccc1,1
moiramide B,15S-HETE,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@@H](C(=O)NC1=O)C)C2=CC=CC=C2,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,0
nitroglycerin,retatrutide,[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],CC[C@H](C)C(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N3CCC[C@H]3C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)CC[C@@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@](C)(CC(C)C)NC(=O)C([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CC=C(C=C7)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)C(C)(C)NC(=O)[C@H](CC9=CC=C(C=C9)O)N,1
MRS2802,lidorestat,O[C@H]1[C@@H](COP(=O)(C(P(=O)(O)O)(F)F)O)O[C@H]([C@H]1O)n1ccc(=O)[nH]c1=O,OC(=O)Cn1cc(c2c1cccc2)Cc1sc2c(n1)c(F)c(cc2F)F,0
inositol 3-phosphate,balinatunfib,O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O,CN1[C@@H]2C[C@H](C3=C(C1=O)C=CC=C3OC(F)F)N4C2=NC5=C4C=C(C=C5)C6=CN=C(N=C6)C7(CCC7)N,1
vericiguat,ORG-37684,COC(=O)Nc1c(N)nc(nc1N)c1nn(c2c1cc(F)cn2)Cc1ccccc1F,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2,0
decynium 22,clobetasol propionate,CC[n+]1c(ccc2c1cccc2)C=c1ccc2c(n1CC)cccc2,CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,0
L-cysteine sulphinic acid,CM4620,OS(=O)C[C@@H](C(=O)O)N,Clc1cc2OC(Oc2cc1c1ncc(nc1)NC(=O)c1c(C)cccc1F)(F)F,0
[<sup>3</sup>H]digoxin,alnodesertib,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,C[C@@H]1COCCN1C2=NC(=NC(=C2)N=[S@](=O)(C)C3CC3)C4=CC(=NC=C4)N,0
galidesivir,SAG1.3,c1c(c2c([nH]1)c(ncn2)N)[C@H]1[C@@H]([C@@H]([C@H](N1)CO)O)O,CNC1CCC(CC1)N(C(=O)c1sc2c(c1Cl)cccc2)Cc1cccc(c1)c1ccncc1,0
compound 43 [PMID: 34781683],deulorlatinib,CNCCNCC1=CC=CC(=C1)C2=NC(C3=C(C)ON=C3C)=C(C)C(NC4=CC=CC=C4)=N2,NC1=C2O[C@@H](C3=C(C(N(CC=4C(C(C=N1)=C2)=C(N(N4)C([2H])([2H])[2H])C#N)C)=O)C=CC(=C3)F)C,0
VU0810464,moracin M,O=C(Nc1cc(nn1C1CCCCC1)C)Cc1ccc(c(c1)Cl)F,C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O,0
